1	 0.302
2	 0.351
3	 0.341
4	 0.325
5	 0.326
6	 0.313
7	 0.306
8	 0.280
9	 0.279
10	 0.262
11	 0.249
12	 0.238
13	 0.225
14	 0.238
15	 0.217
16	 0.214
17	 0.211
18	 0.210
19	 0.202
20	 0.194
21	 0.189
22	 0.194
23	 0.190
24	 0.190
25	 0.184
26	 0.185
27	 0.190
28	 0.184
29	 0.179
30	 0.186
31	 0.179
32	 0.179
33	 0.183
34	 0.177
35	 0.176
36	 0.177
37	 0.180
38	 0.181
39	 0.177
40	 0.173
