1	 0.396
2	 0.437
3	 0.424
4	 0.420
5	 0.390
6	 0.388
7	 0.364
8	 0.337
9	 0.333
10	 0.313
11	 0.302
12	 0.288
13	 0.288
14	 0.264
15	 0.255
16	 0.252
17	 0.244
18	 0.244
19	 0.229
20	 0.225
21	 0.224
22	 0.215
23	 0.217
24	 0.214
25	 0.210
26	 0.207
27	 0.199
28	 0.200
29	 0.203
30	 0.205
31	 0.210
32	 0.196
33	 0.198
34	 0.205
35	 0.195
36	 0.201
37	 0.194
38	 0.195
39	 0.193
40	 0.194
