1	 0.604
2	 0.566
3	 0.602
4	 0.570
5	 0.506
6	 0.490
7	 0.492
8	 0.443
9	 0.431
10	 0.386
11	 0.362
12	 0.375
13	 0.327
14	 0.349
15	 0.322
16	 0.326
17	 0.298
18	 0.301
19	 0.295
20	 0.281
21	 0.271
22	 0.285
23	 0.257
24	 0.265
25	 0.267
26	 0.263
27	 0.258
28	 0.255
29	 0.250
30	 0.251
31	 0.252
32	 0.242
33	 0.249
34	 0.240
35	 0.241
36	 0.237
37	 0.237
38	 0.238
39	 0.241
40	 0.232
