1	 0.177
2	 0.215
3	 0.195
4	 0.221
5	 0.224
6	 0.213
7	 0.204
8	 0.197
9	 0.200
10	 0.187
11	 0.186
12	 0.179
13	 0.181
14	 0.180
15	 0.179
16	 0.173
17	 0.171
18	 0.176
19	 0.167
20	 0.168
21	 0.168
22	 0.166
23	 0.168
24	 0.161
25	 0.159
26	 0.163
27	 0.167
28	 0.157
29	 0.166
30	 0.160
31	 0.165
32	 0.161
33	 0.161
34	 0.164
35	 0.159
36	 0.161
37	 0.154
38	 0.162
39	 0.159
40	 0.157
