1	 0.593
2	 0.615
3	 0.604
4	 0.580
5	 0.552
6	 0.516
7	 0.493
8	 0.471
9	 0.451
10	 0.409
11	 0.383
12	 0.372
13	 0.359
14	 0.335
15	 0.346
16	 0.327
17	 0.309
18	 0.311
19	 0.292
20	 0.279
21	 0.286
22	 0.283
23	 0.266
24	 0.272
25	 0.271
26	 0.261
27	 0.265
28	 0.257
29	 0.262
30	 0.256
31	 0.251
32	 0.248
33	 0.255
34	 0.248
35	 0.253
36	 0.236
37	 0.250
38	 0.241
39	 0.246
40	 0.245
